Record_ID,Noise_Type,SNR_Level,Filter_Technique,Original_SNR,Improved_SNR,SNR_Gain,Original_MSE,Improved_MSE
100,BW,6,Moving Average,5.99909767562626,5.79593323279203,-0.20316444283422985,0.006268606103430755,0.006568820969052775
100,BW,12,Butterworth,12.01087623159367,25.949228698366717,13.938352466773047,0.001570337947438554,6.341001835869276e-05
100,BW,12,Savitzky-Golay,12.01087623159367,10.093599614448152,-1.917276617145518,0.001570337947438554,0.0024418601492783034
100,BW,12,Wavelet,12.01087623159367,10.634917437909797,-1.375958793683873,0.001570337947438554,0.0021557033914274574
100,BW,12,Moving Average,12.01087623159367,11.250871867202063,-0.760004364391607,0.001570337947438554,0.001870654409679676
100,BW,18,Butterworth,18.004836839527755,25.95252888926131,7.947692049733554,0.00039499997197118804,6.336185157691646e-05
100,BW,18,Savitzky-Golay,18.004836839527755,12.944665688713988,-5.060171150813767,0.00039499997197118804,0.0012665262047723868
100,BW,18,Wavelet,18.004836839527755,14.056925639258303,-3.947911200269452,0.00039499997197118804,0.0009803658729764585
100,BW,18,Moving Average,18.004836839527755,15.548846554613007,-2.4559902849147477,0.00039499997197118804,0.0006953382068776196
100,BW,24,Butterworth,23.99668539319096,25.952807077870528,1.9561216846795695,9.940591093364401e-05,6.335779304484412e-05
100,BW,24,Savitzky-Golay,23.99668539319096,14.098937000242282,-9.897748392948676,9.940591093364401e-05,0.0009709280516797166
100,BW,24,Wavelet,23.99668539319096,15.615350247687427,-8.381335145503531,9.940591093364401e-05,0.0006847715743657373
100,BW,24,Moving Average,23.99668539319096,17.952937413639482,-6.043747979551476,9.940591093364401e-05,0.00039974865151222623
100,BW_PL,-6,Butterworth,-6.0076457421554,10.581994255433738,16.58963999758914,0.09950509598634727,0.0021821335331614483
100,BW_PL,-6,Savitzky-Golay,-6.0076457421554,-3.9391176056092765,2.068528136546124,0.09950509598634727,0.06180057407322409
100,BW_PL,-6,Wavelet,-6.0076457421554,-4.738988230915043,1.2686575112403577,0.09950509598634727,0.07429841889222824
100,BW_PL,-6,Moving Average,-6.0076457421554,-4.119741596247584,1.8879041459078163,0.09950509598634727,0.06442507137784442
100,BW_PL,0,Butterworth,-0.009508187562132715,16.152664837641765,16.1621730252039,0.025005271106479304,0.0006050820435815561
100,BW_PL,0,Savitzky-Golay,-0.009508187562132715,1.8698109751664211,1.879319162728554,0.025005271106479304,0.0162218227325815
100,BW_PL,0,Wavelet,-0.009508187562132715,1.2082383004053412,1.217746487967474,0.025005271106479304,0.018891085721963657
100,BW_PL,0,Moving Average,-0.009508187562132715,1.8060437496528619,1.8155519372149946,0.025005271106479304,0.016461764096844925
100,BW_PL,6,Butterworth,5.996059735435988,20.939128292755925,14.943068557319936,0.006272992600011877,0.00020098697763441911
100,BW_PL,6,Savitzky-Golay,5.996059735435988,7.229007588764834,1.232947853328846,0.006272992600011877,0.004722587245744305
100,BW_PL,6,Wavelet,5.996059735435988,6.894499068814718,0.8984393333787297,0.006272992600011877,0.005100712459207332
100,BW_PL,6,Moving Average,5.996059735435988,7.5783492105262695,1.5822894750902812,0.006272992600011877,0.004357584602688087
100,BW_PL,12,Butterworth,11.996976878370019,24.096363388589396,12.099386510219377,0.001575371777605525,9.715035902567359e-05
100,BW_PL,12,Savitzky-Golay,11.996976878370019,11.327932542733379,-0.6690443356366398,0.001575371777605525,0.0018377544984546305
100,BW_PL,12,Wavelet,11.996976878370019,11.689368993345756,-0.30760788502426273,0.001575371777605525,0.0016910009416060655
100,BW_PL,12,Moving Average,11.996976878370019,12.774079185097344,0.7771023067273255,0.001575371777605525,0.0013172640220273616
100,BW_PL,18,Butterworth,17.99401524461254,25.41327332956332,7.41925808495078,0.0003959854460798596,7.173868569241543e-05
100,BW_PL,18,Savitzky-Golay,17.99401524461254,13.498369755569882,-4.4956454890426585,0.0003959854460798596,0.0011149201722104262
100,BW_PL,18,Wavelet,17.99401524461254,14.669254666156377,-3.3247605784561642,0.0003959854460798596,0.0008514424173229056
100,BW_PL,18,Moving Average,17.99401524461254,16.518440149968704,-1.4755750946438368,0.0003959854460798596,0.000556207363084223
100,BW_PL,24,Butterworth,23.98712011289573,25.81187789469253,1.824757781796798,9.962509246192953e-05,6.544748455512687e-05
100,BW_PL,24,Savitzky-Golay,23.98712011289573,14.273936411957212,-9.713183700938519,9.962509246192953e-05,0.00093258216919865
100,BW_PL,24,Wavelet,23.98712011289573,15.838468002717068,-8.148652110178663,9.962509246192953e-05,0.0006504800006499766
100,BW_PL,24,Moving Average,23.98712011289573,18.35218509103909,-5.634935021856641,9.962509246192953e-05,0.0003646382635315713
100,MA,-6,Butterworth,7.6541731853439545,13.926152115156157,6.271978929812202,0.004282165322922933,0.001010335323781321
100,MA,-6,Savitzky-Golay,7.6541731853439545,12.629809723654127,4.975636538310172,0.004282165322922933,0.001361757501660758
100,MA,-6,Wavelet,7.6541731853439545,10.514009261668127,2.8598360763241724,0.004282165322922933,0.002216561688832501
100,MA,-6,Moving Average,7.6541731853439545,13.650633341786705,5.99646015644275,0.004282165322922933,0.0010765083792004999
100,MA,0,Butterworth,13.575648657272684,19.133204012548543,5.557555355275859,0.0010952566104020635,0.0003046213563395873
100,MA,0,Savitzky-Golay,13.575648657272684,13.988035446837618,0.412386789564934,0.0010952566104020635,0.0009960409734841
100,MA,0,Wavelet,13.575648657272684,14.123724472021582,0.5480758147488984,0.0010952566104020635,0.0009654022386504728
100,MA,0,Moving Average,13.575648657272684,17.001038302897243,3.425389645624559,0.0010952566104020635,0.000497710632358748
100,MA,6,Butterworth,19.676461306069093,23.068108309173518,3.391647003104424,0.00026880331365749426,0.0001231033631345955
100,MA,6,Savitzky-Golay,19.676461306069093,14.417810726350769,-5.258650579718324,0.00026880331365749426,0.0009021934632291433
100,MA,6,Wavelet,19.676461306069093,15.758945062319894,-3.9175162437491995,0.00026880331365749426,0.0006625005490466904
100,MA,6,Moving Average,19.676461306069093,18.54223803798847,-1.1342232680806248,0.00026880331365749426,0.0003490253288564308
100,MA,12,Butterworth,25.82878411730842,25.05702284179953,-0.7717612755088901,6.519320573101211e-05,7.78714864098268e-05
100,MA,12,Savitzky-Golay,25.82878411730842,14.531842551669987,-11.296941565638432,6.519320573101211e-05,0.0008788130423316376
100,MA,12,Wavelet,25.82878411730842,16.185364176975995,-9.643419940332425,6.519320573101211e-05,0.0006005433068665865
100,MA,12,Moving Average,25.82878411730842,19.030158088681176,-6.798626028627243,6.519320573101211e-05,0.0003119355985374816
100,MA,18,Butterworth,31.80588206575972,25.710933594544155,-6.094948471215567,1.646237696478604e-05,6.698651581308513e-05
100,MA,18,Savitzky-Golay,31.80588206575972,14.558731670982093,-17.247150394777627,1.646237696478604e-05,0.0008733887261285567
100,MA,18,Wavelet,31.80588206575972,16.27196395112628,-15.53391811463344,1.646237696478604e-05,0.00058868687566647
100,MA,18,Moving Average,31.80588206575972,19.15253998762736,-12.653342078132361,1.646237696478604e-05,0.0003032681136993335
100,MA,24,Butterworth,37.5922116710189,25.887274740776792,-11.70493693024211,4.343697587861126e-06,6.432107211300369e-05
100,MA,24,Savitzky-Golay,37.5922116710189,14.565009633020622,-23.02720203799828,4.343697587861126e-06,0.0008721271074930918
100,MA,24,Wavelet,37.5922116710189,16.2911016801771,-21.301109990841802,4.343697587861126e-06,0.00058609846066064
100,MA,24,Moving Average,37.5922116710189,19.182141764855114,-18.410069906163788,4.343697587861126e-06,0.00030120804844852
